Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
55607;898,497;311,4197591;228,7198652;1,361577224;0,678671061;56424;266,084632;0,75650636;0,985520346;0,865577715;0,854424371;0,00560037;0,001841158;0,730041006;0,994007207;BARBUNYA
61974;991,559;362,9654923;218,7750977;1,659080472;0,797934992;63233;280,9052288;0,794905341;0,98008951;0,792104116;0,773917176;0,005856738;0,001296025;0,598947795;0,993702591;BARBUNYA
71682;1058,192;388,2167355;236,420938;1,642057335;0,793176261;72768;302,1065326;0,765391761;0,985075858;0,804435134;0,778190389;0,005415819;0,001225145;0,605580282;0,994397545;BARBUNYA
52545;911,562;315,9159221;212,1152663;1,489359666;0,741068445;53754;258,6549282;0,748248462;0,977508651;0,794637096;0,818746097;0,006012293;0,001666544;0,670345171;0,99838506;BARBUNYA
51576;861,13;310,8525301;211,4262215;1,470264795;0,733073347;52274;256,2588589;0,783948928;0,986647282;0,874017407;0,824374371;0,006027077;0,001717056;0,679593103;0,999181814;BARBUNYA
78136;1200,683;413,4783417;241,6903031;1,710777538;0,811372431;79916;315,413768;0,739980302;0,977726613;0,681089704;0,762830205;0,005291778;0,001105332;0,581909921;0,995518422;BARBUNYA
61153;988,076;330,529591;236,1084807;1,399905628;0,699805064;62432;279,0383807;0,746496582;0,979513711;0,787130843;0,844216035;0,005404961;0,001693506;0,712700713;0,997713739;BARBUNYA
73674;1092,816;378,1779296;249,5971542;1,515153211;0,751266248;75048;306,2754483;0,813897481;0,981691717;0,775229024;0,809871291;0,005133126;0,001362152;0,655891509;0,993776125;BARBUNYA
69354;1088,995;373,5001394;237,3093375;1,573895673;0,772211035;70740;297,1603193;0,758464567;0,980407125;0,7349023;0,795609661;0,005385416;0,001331065;0,632994733;0,996267671;BARBUNYA
70374;1067,18;394,9477693;227,1444539;1,738751542;0,818065334;71394;299,3375348;0,792339391;0,985713085;0,77650945;0,757916763;0,005612126;0,001142334;0,574437819;0,998804644;BARBUNYA
63988;1012,38;342,8844413;238,8867326;1,435343175;0,717365036;65339;285,4330955;0,81523761;0,979323222;0,784551192;0,832446915;0,005358574;0,001587286;0,692967867;0,994646698;BARBUNYA
63278;1028,037;358,9810719;226,0999955;1,587709328;0,776726355;64508;283,8451196;0,767731916;0,980932598;0,752393642;0,790696618;0,005673079;0,001367849;0,625201142;0,992637686;BARBUNYA
67960;1003,526;352,4252564;246,5565136;1,429389357;0,714535246;68906;294,1587317;0,71730893;0,986271152;0,848019768;0,834669838;0,005185775;0,001552574;0,696673739;0,995818028;BARBUNYA
64033;1005,371;354,1202439;230,9060098;1,533612071;0,758171341;65141;285,5334442;0,768703481;0,982990743;0,796087868;0,806317767;0,005530277;0,001441955;0,650148341;0,997075343;BARBUNYA
65930;1024,555;366,8341091;229,4159981;1,598990969;0,780308812;67081;289,7320886;0,752634162;0,982841639;0,789264166;0,789817744;0,005563994;0,001335592;0,623812069;0,997469865;BARBUNYA
60409;946,447;359,7523847;215,0499722;1,67287808;0,801666018;61368;277,335767;0,731414665;0,984372963;0,847459422;0,770907376;0,005955278;0,00129745;0,594298183;0,994188403;BARBUNYA
66795;1067,697;363,0668917;234,7617091;1,546533687;0,762823031;68388;291,6265341;0,781904806;0,97670644;0,73630504;0,803230867;0,00543554;0,001395674;0,645179825;0,997792334;BARBUNYA
67437;1041,175;380,6478801;226,5663953;1,680072103;0,803568305;68653;293,0246665;0,799983392;0,982287737;0,781736955;0,769805066;0,005644496;0,001222723;0,59259984;0,995610459;BARBUNYA
83008;1139,263;414,1048469;255,784557;1,618959533;0,786429016;84045;325,0985514;0,80023137;0,987661372;0,803677534;0,785063382;0,004988734;0,001168931;0,616324513;0,997804446;BARBUNYA
66073;1020,543;363,3158432;231,993382;1,566061239;0,769584791;67291;290,0461281;0,755992631;0,981899511;0,797207313;0,798330526;0,005498704;0,001377752;0,637331628;0,99810036;BARBUNYA
53524;919,534;324,5638455;210,5158395;1,541754988;0,761119659;54727;261,0533918;0,789090373;0,978018163;0,795468235;0,804320615;0,006063894;0,001565482;0,646931652;0,997410101;BARBUNYA
59167;962,152;361,6777858;210,6934538;1,71660666;0,812798713;60797;274,4699695;0,702862913;0,973189467;0,803159942;0,75887981;0,00611283;0,001250587;0,575898566;0,988591314;BARBUNYA
58778;968,674;329,3700469;227,6504993;1,446823301;0,72269278;59726;273,5662149;0,719304901;0,984127516;0,787171537;0,830574054;0,005603628;0,001644987;0,689853258;0,998095769;BARBUNYA
83127;1093,874;410,1196953;259,0515289;1,583158752;0,775254831;83960;325,3314981;0,695140614;0,990078609;0,873006288;0,793259875;0,004933652;0,001205064;0,629261229;0,996220422;BARBUNYA
62787;942,187;359,461842;223,1302895;1,610995275;0,784021012;63429;282,7417396;0,81130637;0,989878447;0,888802733;0,786569551;0,0057251;0,001351797;0,618691658;0,996709338;BARBUNYA
50798;900,901;308,3940575;210,467044;1,465284311;0,730921624;52164;254,3187417;0,738622154;0,973813358;0,786506543;0,824655131;0,006070988;0,001731923;0,680056084;0,996475511;BARBUNYA
69448;993,332;374,9551683;236,5010886;1,585426818;0,77599019;70025;297,3616315;0,783227509;0,991760086;0,884465209;0,793059162;0,005399078;0,001317412;0,628942834;0,997142837;BARBUNYA
68164;1012,348;352,5717043;250,020105;1,410173411;0,705075097;69862;294,5998987;0,792088872;0,975694941;0,835805594;0,835574424;0,005172403;0,001555295;0,698184618;0,984561384;BARBUNYA
66040;1020,017;369,2521146;229,0483291;1,612114422;0,784361993;67289;289,9736877;0,722617354;0,981438274;0,797631155;0,785300006;0,00559134;0,001311711;0,616696099;0,994184674;BARBUNYA
85695;1156,716;406,8040568;268,7567432;1,513651535;0,750690509;87339;330,3184263;0,713275014;0,981176794;0,804844279;0,811984101;0,004747115;0,001272916;0,65931818;0,997977976;BARBUNYA
65994;1024,72;343,7082805;245,3333569;1,400984705;0,700366245;67205;289,8726798;0,754544831;0,981980507;0,789775926;0,843368334;0,005208175;0,001625303;0,711270146;0,996478596;BARBUNYA
65330;974,886;344,9799398;242,1259681;1,424795294;0,712319636;66249;288,4107131;0,76049124;0,986128092;0,863803292;0,836021692;0,005280575;0,001591223;0,69893227;0,995835409;BARBUNYA
78657;1149,889;399,2833715;251,5902539;1,587038311;0,776510337;80316;316,4635885;0,785094023;0,979344091;0,747541665;0,792578933;0,00507626;0,001235645;0,628181365;0,996947892;BARBUNYA
90231;1159,796;445,2509806;259,2653122;1,717356544;0,812980963;91068;338,9478977;0,692975854;0,990809066;0,842951177;0,761251322;0,004934568;0,001022212;0,579503576;0,995214258;BARBUNYA
53552;937,555;336,4962468;203,6038358;1,65270092;0,79617216;54684;261,1216653;0,689214929;0,979299247;0,765582593;0,776001717;0,006283542;0,001405513;0,602178665;0,995221234;BARBUNYA
58932;928,906;341,4329234;220,0762982;1,551429782;0,764548068;59770;273,9243561;0,719086317;0,985979588;0,858257304;0,802278683;0,005793676;0,001480591;0,643651085;0,998579463;BARBUNYA
60730;951,837;340,0269706;228,2420069;1,489765075;0,74123395;61724;278,071641;0,745748143;0,983896053;0,842341077;0,817792896;0,005598995;0,001544768;0,668785221;0,996332865;BARBUNYA
69673;1063,011;390,0669854;228,7240767;1,705404131;0,810042421;70866;297,8429432;0,744488967;0,983165411;0,774816495;0,763568706;0,005598539;0,001173943;0,583037168;0,994313996;BARBUNYA
71896;1080,446;360,632979;254,7127983;1,415841612;0,707918936;73431;302,5571521;0,718241758;0,979096022;0,773942081;0,838961409;0,005016037;0,001532881;0,703856246;0,996548961;BARBUNYA
67848;1001,425;388,5368326;222,9781567;1,742488315;0,818931036;68623;293,9162408;0,800566372;0,98870641;0,850178379;0,756469442;0,005726578;0,001156753;0,572246016;0,997131997;BARBUNYA
79569;1096,596;371,6703988;273,0741723;1,361060241;0,678369042;80807;318,2929426;0,794173129;0,984679545;0,831496545;0,856384968;0,004671045;0,00154978;0,733395214;0,998195066;BARBUNYA
68269;1055,883;344,2534021;254,0770123;1,354917546;0,674743518;69922;294,8267126;0,748826343;0,976359372;0,769487927;0,856423526;0,005042602;0,001673358;0,733461257;0,993779526;BARBUNYA
61543;991,2;354,6838492;221,9501539;1,598033806;0,780008443;62634;279,9267427;0,828259582;0,982581346;0,787165298;0,789228896;0,005763188;0,001379286;0,62288225;0,995386893;BARBUNYA
80390;1137,745;427,3643818;240,1465772;1,779598055;0,827188429;81621;319,930816;0,669710173;0,984918097;0,780408555;0,748613665;0,005316139;0,001029928;0,560422419;0,997326647;BARBUNYA
69816;1028,089;367,5514925;243,5373954;1,509219937;0,748978809;70868;298,1484396;0,765643849;0,9851555;0,830048372;0,811174613;0,005264574;0,001406049;0,658004253;0,993073137;BARBUNYA
68971;1088,647;370,5714742;237,6788411;1,559126898;0,767219512;70444;296,3386654;0,727427095;0,979089773;0,731311203;0,799680186;0,005372859;0,001355347;0,6394884;0,997043565;BARBUNYA
72515;1103,397;386,0047317;239,8623866;1,60927579;0,783495444;73844;303,8568176;0,698065075;0,9820026;0,748469517;0,787184178;0,005323102;0,001260811;0,619658931;0,997202115;BARBUNYA
67085;1019,709;369,7382109;232,5206522;1,590130629;0,777503063;68180;292,2589175;0,770233188;0,983939572;0,810742208;0,790448238;0,005511489;0,001327218;0,624808418;0,993527002;BARBUNYA
71243;1053,652;348,7025741;260,9807271;1,336123851;0,663209717;72741;301,1800207;0,761403471;0,979406387;0,80641328;0,863716081;0,004894552;0,001680261;0,746005468;0,996755699;BARBUNYA
80951;1107,182;395,5388204;261,61346;1,511920757;0,750024254;82239;321,0451906;0,779927355;0,984338331;0,829839396;0,81166544;0,004886151;0,001308142;0,658800786;0,996054583;BARBUNYA
88907;1210,626;405,2430606;280,9582347;1,442360503;0,720641443;91061;336,4519404;0,780680341;0,976345527;0,762299836;0,830247259;0,004558056;0,001335947;0,689310511;0,994234256;BARBUNYA
56248;925,453;330,3764438;218,0510188;1,515133686;0,751258776;57157;267,6138597;0,825295283;0,984096436;0,825293099;0,810027061;0,005873568;0,001559839;0,656143839;0,994145633;BARBUNYA
70249;1056,843;378,126483;237,3059218;1,593413599;0,778549302;71505;299,0715713;0,706233035;0,982434795;0,790367475;0,790929979;0,00538266;0,001299358;0,625570232;0,996792115;BARBUNYA
64734;1032,092;372,8922116;224,1463197;1,663610681;0,799172181;66426;287,0921258;0,691802122;0,974528046;0,763669567;0,769906469;0,005760376;0,001248483;0,59275597;0,986115164;BARBUNYA
65159;974,379;332,8213221;250,3496317;1,32942605;0,658929952;65995;288,0330111;0,840576906;0,987332374;0,862439112;0,86542836;0,005107833;0,001767425;0,748966247;0,99569524;BARBUNYA
92169;1153,456;398,911407;295,7132143;1,34898066;0,671173309;93378;342,5685561;0,78178888;0,987052625;0,870547905;0,858758486;0,004328043;0,001451963;0,737466138;0,994827557;BARBUNYA
67546;985,555;356,6686962;241,4833998;1,476990536;0,735934804;68376;293,2613822;0,801713906;0,987861238;0,873871888;0,822223496;0,005280382;0,001488691;0,676051477;0,998521633;BARBUNYA
59802;1015,517;375,2640085;206,2712911;1,819274057;0,835382017;61962;275,9388904;0,665361208;0,965139924;0,728704039;0,73531936;0,006275108;0,001131631;0,540694561;0,983671587;BARBUNYA
52655;915,993;310,9966465;216,5300928;1,436274481;0,717803496;53696;258,9255264;0,740951818;0,980613081;0,788615251;0,83256694;0,005906308;0,001750542;0,69316771;0,995579093;BARBUNYA
65301;1011,629;357,962786;232,5992193;1,538968132;0,760117168;66437;288,3466933;0,773177201;0,982901094;0,801838961;0,805521424;0,005481735;0,00142366;0,648864765;0,998582195;BARBUNYA
68478;1070,054;361,963668;243,2780493;1,487859957;0,740454703;69587;295,2776618;0,686806078;0,984063115;0,751535573;0,815766023;0,005285839;0,001443963;0,665474204;0,99013242;BARBUNYA
71608;1065,545;393,2833861;232,9271862;1,688439175;0,805744733;72706;301,9505544;0,702039216;0,984898083;0,792552093;0,767768396;0,005492171;0,001177185;0,589468309;0,995281386;BARBUNYA
70380;1081,527;369,9593546;244,26955;1,514553716;0,751036661;71769;299,3502951;0,80008185;0,98064624;0,756108978;0,809143738;0,005256598;0,001389912;0,654713589;0,991598899;BARBUNYA
64222;977,412;337,0460686;243,183425;1,385974676;0,692399946;65307;285,9545244;0,716299717;0,983386161;0,844769756;0,848413766;0,00524814;0,00167732;0,719805919;0,997632774;BARBUNYA
84584;1126,361;394,41481;274,3782349;1,437485777;0,718372101;85824;328,1702205;0,803572107;0,985551827;0,837804857;0,832043352;0,004662995;0,001378569;0,692296139;0,995165854;BARBUNYA
51932;897,618;313,7611961;211,334637;1,484665271;0,739139388;52906;257,1417431;0,726402954;0,98158999;0,809956708;0,819546032;0,00604177;0,00168127;0,671655698;0,997183889;BARBUNYA
71342;1075,003;391,5659601;232,5245225;1,683977053;0,804588824;72680;301,3892095;0,723872722;0,981590534;0,775775021;0,769702273;0,005488576;0,001188312;0,592441589;0,997658041;BARBUNYA
71003;1076,435;365,1088878;248,9703306;1,466475491;0,731438824;72459;300,6722924;0,716160332;0,979905878;0,770035846;0,823514032;0,005142161;0,001458846;0,678175361;0,994527545;BARBUNYA
67801;1015,657;355,0918227;243,8804044;1,456008011;0,726837559;68991;293,8144217;0,781567723;0,982751373;0,825946337;0,827432238;0,005237265;0,001514308;0,684644109;0,996847308;BARBUNYA
48439;810,37;297,981992;207,3178381;1,4373196;0,718294206;48883;248,343412;0,79979856;0,990917088;0,926911612;0,833417518;0,006151696;0,001830733;0,694584759;0,998340287;BARBUNYA
75051;1077,341;370,1735995;258,9362535;1,429593556;0,714633072;76431;309,1244103;0,79215351;0,981944499;0,812568479;0,83507957;0,004932294;0,001479586;0,697357888;0,996938344;BARBUNYA
50712;877,164;316,2129384;204,4654138;1,546535096;0,76282353;51454;254,1033723;0,717538026;0,985579352;0,828245346;0,803583097;0,006235466;0,00160388;0,645745793;0,998668533;BARBUNYA
67413;1077,615;359,8362623;239,8736526;1,500107488;0,745398715;68823;292,9725199;0,736030134;0,979512663;0,729501623;0,814182868;0,005337787;0,001446868;0,662893742;0,994411866;BARBUNYA
73871;1055,692;373,4753637;252,6569329;1,478191631;0,736440543;74889;306,6846563;0,768536918;0,986406548;0,832931681;0,821164355;0,005055778;0,001418039;0,674310899;0,996760727;BARBUNYA
63958;1016,103;381,8207997;213,8962783;1,785074536;0,828356915;65090;285,3661767;0,758020741;0,982608696;0,778447398;0,747382481;0,005969868;0,00114899;0,558580573;0,997107957;BARBUNYA
69221;1021,744;378,5480822;233,5553793;1,620806523;0,78698135;70135;296,8752508;0,820542911;0,98696799;0,833227396;0,78424714;0,005468688;0,001276071;0,615043576;0,99686664;BARBUNYA
72327;1036,092;400,4867479;230,7281855;1,7357513;0,817365546;73037;303,4626774;0,674572604;0,9902789;0,846669031;0,757734629;0,005537168;0,001125994;0,574161768;0,996602036;BARBUNYA
62185;981,28;347,5787655;230,0615341;1,510807823;0,749594311;63550;281,3830149;0,758566427;0,97852085;0,811539397;0,809551799;0,005589431;0,001480901;0,655374115;0,990144341;BARBUNYA
79701;1082,378;384,9517294;264,5390641;1,455179146;0,7264677;80706;318,5568473;0,819412744;0,987547394;0,854900797;0,827524136;0,004829949;0,001397156;0,684796196;0,996501143;BARBUNYA
69806;1052,445;361,0514468;247,359232;1,4596239;0,728441513;71110;298,1270864;0,719093484;0,981662213;0,791961006;0,82571913;0,005172212;0,001483151;0,681812081;0,995189209;BARBUNYA
60131;966,054;337,6456175;227,5811621;1,483627267;0,738709684;61175;276,6968866;0,743606549;0,982934205;0,80966522;0,819489051;0,005615167;0,001562122;0,671562305;0,996348146;BARBUNYA
67959;1012,437;340,589037;255,2594724;1,334285595;0,662044266;69034;294,1565675;0,807420873;0,984427963;0,833145451;0,8636701;0,005011684;0,001720105;0,745926041;0,995278371;BARBUNYA
68167;1098,149;385,2334158;226,1422793;1,70350019;0,809567612;69964;294,6063815;0,788860343;0,974315362;0,710332204;0,764747733;0,005651318;0,001192346;0,584839096;0,996273511;BARBUNYA
61320;971,046;339,1516004;230,9590196;1,468449256;0,732292245;62409;279,4191276;0,770739065;0,982550594;0,817207611;0,823876777;0,005530848;0,001571884;0,678772944;0,996743625;BARBUNYA
68210;1068,247;374,5396102;235,4399837;1,590807153;0,777719308;70112;294,6992863;0,779721079;0,972871976;0,751129035;0,786830761;0,005490978;0,001298239;0,619102646;0,984872917;BARBUNYA
82952;1154,249;404,4525056;261,9958139;1,543736518;0,76182836;84639;324,9888717;0,708918743;0,98006829;0,782415979;0,803527898;0,004875741;0,001253788;0,645657083;0,996724417;BARBUNYA
72263;1042,893;399,9327552;230,9794486;1,731464672;0,816358345;73011;303,3283851;0,703988387;0,989754968;0,834922849;0,758448467;0,005534406;0,001129679;0,575244077;0,996014797;BARBUNYA
73154;1072,009;367,8554795;255,7090088;1,438570668;0,718879771;74911;305,1926697;0,752411906;0,976545501;0,799928332;0,829653728;0,005028508;0,001469625;0,688325308;0,990204597;BARBUNYA
73949;1108,007;395,8821383;239,0689445;1,655932932;0,797068281;75397;306,8465269;0,797844335;0,980794992;0,756932515;0,775095659;0,005353448;0,001191886;0,600773281;0,994840261;BARBUNYA
79821;1153,44;399,7272703;254,8191037;1,568670734;0,770464909;81088;318,796571;0,718137652;0,984375;0,753940394;0,797535206;0,005007796;0,001249758;0,636062406;0,99777248;BARBUNYA
80021;1134,74;370,51982;275,6128445;1,344348884;0,668341564;81760;319,1957105;0,760106767;0,978730431;0,780946189;0,861480799;0,004630282;0,001573148;0,742149167;0,997707404;BARBUNYA
63653;1016,303;355,1371706;228,6444147;1,553229153;0,765176974;64755;284,6849429;0,716667793;0,982982009;0,774430281;0,801619674;0,005579268;0,001421119;0,642594102;0,998095893;BARBUNYA
71042;1038,418;375,6728603;241,1551967;1,55780537;0,766764321;71867;300,7548565;0,719572968;0,988520461;0,827905234;0,800576481;0,005288039;0,001339941;0,640922702;0,998432827;BARBUNYA
65284;1020,755;383,2241247;222,1171221;1,725324555;0,814900344;67271;288,3091577;0,721210782;0,970462755;0,787360436;0,752325178;0,005870108;0,001159974;0,565993173;0,976521919;BARBUNYA
79828;1120,981;352,0899634;289,4997465;1,216201284;0,569152015;81337;318,8105494;0,730323407;0,981447558;0,798304559;0,905480367;0,004410607;0,001828918;0,819894695;0,997156981;BARBUNYA
76307;1134,821;403,7899116;241,4418177;1,672410834;0,801541459;78040;311,7003207;0,777341999;0,977793439;0,744593972;0,77193687;0,00529165;0,001159039;0,595886532;0,996567092;BARBUNYA
67538;1010,848;371,6322535;231,7486906;1,60360023;0,781746128;68500;293,2440151;0,698392017;0,985956204;0,830589329;0,789070411;0,005502565;0,001315855;0,622632114;0,998453001;BARBUNYA
68843;1102,682;371,9794475;236,3442579;1,573888237;0,772208566;70506;296,0635573;0,775259009;0,976413355;0,71149046;0,795913751;0,005403301;0,001337528;0,633478699;0,997024673;BARBUNYA
91010;1196,528;428,4628408;271,0121313;1,580972921;0,774542473;92343;340,4078891;0,699259328;0,985564688;0,79882794;0,794486375;0,004707866;0,001157043;0,6312086;0,997923703;BARBUNYA
49755;868,813;332,0911112;191,9920823;1,729712534;0,81594414;50783;251,6943256;0,734282763;0,979757005;0,828312039;0,757907445;0,006674527;0,001358517;0,574423695;0,993587866;BARBUNYA
68732;1029,691;359,0093548;244,4557801;1,468606529;0,732360057;69923;295,8247799;0,790250072;0,982966978;0,814619894;0,824002985;0,005223322;0,001485394;0,678980919;0,99715581;BARBUNYA
72652;1058,689;394,5933711;234,8318162;1,680323295;0,803634205;73772;304,143715;0,738355844;0,984818088;0,814555418;0,770777558;0,00543128;0,001182492;0,594098044;0,998276783;BARBUNYA
67659;1058,219;370,583891;233,3440463;1,58814376;0,776866031;69000;293,5065832;0,661514094;0,980565217;0,759249175;0,792011176;0,00547723;0,001329431;0,627281702;0,996213521;BARBUNYA
54113;872,821;327,6299219;210,7828409;1,554348165;0,765566725;54651;262,485831;0,717755199;0,990155715;0,892608673;0,801165625;0,006054551;0,001538689;0,641866358;0,997683796;BARBUNYA
67429;1124,602;393,2619082;219,2954315;1,793297314;0,830088268;68968;293,0072853;0,714668786;0,977685303;0,669975436;0,745069073;0,005832237;0,001108667;0,555127923;0,995509414;BARBUNYA
71643;1058,745;384,2721027;237,9093725;1,615203717;0,785298798;72779;302,0243379;0,725969236;0,984391102;0,803157802;0,785964778;0,005363708;0,001262575;0,617740632;0,997776966;BARBUNYA
81976;1180,158;408,0618288;256,3218355;1,591990117;0,778096625;83902;323,071331;0,714331774;0,977044647;0,739632997;0,791721519;0,004977821;0,001206449;0,626822964;0,997895963;BARBUNYA
75679;1085,308;368,0140302;262,7612246;1,400564451;0,700147896;77287;310,4150375;0,764372576;0,979194431;0,80738233;0,843486965;0,004862829;0,001518386;0,71147026;0,996459955;BARBUNYA
71461;1013,813;341,3752204;267,5111633;1,276115793;0,621230424;72475;301,6404666;0,788439472;0,986008969;0,873701823;0,883603872;0,004777084;0,001796276;0,780755803;0,996334811;BARBUNYA
73353;1059,701;381,7712858;245,9856928;1,552006059;0,76474978;74671;305,6074939;0,67776361;0,982349239;0,820844809;0,800498899;0,005204576;0,001318281;0,640798487;0,994523135;BARBUNYA
76559;1125,301;399,4427584;245,4880306;1,62713741;0,788857426;78821;312,2145837;0,697157063;0,971302064;0,759746497;0,781625345;0,00521745;0,001201248;0,61093818;0,994080367;BARBUNYA
72422;1021,256;349,4805572;265,1379863;1,318108213;0,65148321;73542;303,6619079;0,756144417;0,984770607;0,872591817;0,868894998;0,004825613;0,001696686;0,754978517;0,995143383;BARBUNYA
65503;1028,839;333,4839255;253,4124746;1,315972807;0,650046863;67100;288,7923301;0,76809334;0,976199702;0,777635749;0,865985758;0,005091124;0,001766186;0,749931333;0,986889242;BARBUNYA
102015;1271,97;456,791895;286,8944214;1,592195111;0,778161905;103901;360,4019037;0,804972738;0,981848105;0,792355654;0,788984891;0,004477693;0,001070308;0,622497159;0,991136932;BARBUNYA
61884;977,874;332,1090455;237,9380412;1,395779522;0,697643033;62975;280,7011863;0,724569127;0,982675665;0,81324695;0,845207892;0,005366638;0,001689415;0,714376381;0,997111924;BARBUNYA
62363;950,295;360,5063424;220,6343769;1,633953636;0,790848113;63010;281,7854463;0,69052839;0,989731789;0,867800657;0,781637972;0,005780773;0,001331031;0,610957919;0,998276913;BARBUNYA
61301;984,768;333,1379766;234,9036252;1,418190018;0,709083891;62463;279,3758353;0,788082535;0,981396987;0,794345734;0,838618995;0,005434462;0,00165804;0,70328182;0,997387257;BARBUNYA
66945;996,779;373,7364857;228,2295645;1,63754633;0,791885385;67778;291,9538;0,747754892;0,987709876;0,846701346;0,781175537;0,005582739;0,001282395;0,61023522;0,999288445;BARBUNYA
68500;1007,14;339,4168594;257,4166226;1,318550667;0,651779553;69506;295,3250901;0,766433566;0,985526429;0,848634622;0,870095524;0,004954991;0,001751823;0,75706622;0,99823017;BARBUNYA
